name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,selling_price
Ford,2014,120000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,5,725000
Nissan,1983,10000,Diesel,Individual,Manual,Third Owner,,,,,300000
Ford,2016,40000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,229999
Toyota,2013,160000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,8,800000
BMW,2017,47000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,409999
Honda,2018,25000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5,1210000
Ford,2017,26000,Petrol,Individual,Manual,First Owner,23.84,1199,84,5,400000
Ford,2018,29000,Diesel,Individual,Manual,First Owner,24,1186,73.97,5,520000
BMW,2016,50000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,5,650000
Ford,2011,58000,Petrol,Individual,Manual,Third Owner,16.1,1298,88.2,5,325000
Nissan,2012,120000,Petrol,Individual,Automatic,First Owner,17.4,1197,85.8,5,420000
Nissan,2014,50000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,400000
BMW,2010,80000,Petrol,Individual,Manual,Fourth & Above Owner,17,1197,80,5,254999
Nissan,2003,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60,5,65000
BMW,2017,36000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,351000
Honda,2007,120000,Diesel,Individual,Manual,Third Owner,12.8,2494,102,8,404000
BMW,2011,185000,Diesel,Individual,Manual,Third Owner,21.1,1248,73.9,5,185000
Toyota,2011,50000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5,250000
Ford,2002,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60,5,60000
Ford,2013,50000,Petrol,Individual,Manual,Second Owner,17.1,1591,121.3,5,500000
Nissan,2007,80000,Petrol,Individual,Manual,Second Owner,18.2,998,67.1,5,85000
Honda,2005,60000,Petrol,Individual,Manual,Second Owner,,,,,85000
Toyota,2005,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5,85000
Toyota,2011,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248,73.9,5,265000
Toyota,2010,162000,Petrol,Individual,Manual,Second Owner,19,998,66.1,5,130000
Honda,2013,110000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,7,480000
Honda,2008,120000,Diesel,Individual,Manual,Third Owner,17.8,1248,75,5,170000
Ford,2011,45000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5,275000
Honda,2005,90000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,89000
BMW,2010,90000,Diesel,Individual,Manual,Second Owner,20,1399,68,5,170000
Ford,2019,16500,Petrol,Dealer,Manual,First Owner,17,1197,110,5,1090000
Toyota,2017,67000,Diesel,Individual,Automatic,First Owner,17.01,1582,126.2,5,1100000
Honda,2018,52000,Petrol,Dealer,Manual,First Owner,22,1197,81.8,5,610000
Honda,2016,40000,Petrol,Dealer,Manual,First Owner,20.63,1198,67,5,335000
Honda,2015,40000,Petrol,Dealer,Manual,First Owner,18.9,1197,82,5,434999
Ford,2018,35000,Diesel,Individual,Manual,First Owner,14.24,2755,174.5,7,3000000
Honda,2018,13000,Petrol,Dealer,Manual,First Owner,20.71,799,53.26,5,390000
BMW,2012,40000,Petrol,Dealer,Manual,First Owner,18.5,1198,86.8,5,325000
BMW,2019,10000,Petrol,Dealer,Manual,First Owner,17,1198,73.75,5,640000
BMW,2012,9000,Petrol,Dealer,Manual,First Owner,16.95,1498,97.7,5,450000
Nissan,2013,70000,Diesel,Dealer,Manual,Second Owner,23.59,1364,67.06,5,400000
Toyota,2009,60000,Petrol,Dealer,Manual,First Owner,20.36,1197,78.9,5,215000
Ford,2014,40000,Diesel,Dealer,Manual,First Owner,20.45,1461,83.8,5,570000
Honda,2012,93000,Diesel,Dealer,Manual,First Owner,15.1,2179,140,7,680000
Toyota,2008,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102,7,325000
Nissan,2011,50000,Petrol,Individual,Manual,Second Owner,15.64,1193,64.08,5,150000
Honda,2013,68000,Petrol,Dealer,Automatic,First Owner,14.5,1797,147.5,5,690000
BMW,2013,25000,Diesel,Individual,Automatic,First Owner,14.84,2143,170,5,1550000
Ford,2012,18000,Petrol,Dealer,Manual,First Owner,25.4,624,37.5,4,64000
BMW,2013,120000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5,250000
Toyota,2005,35000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,65000
Honda,2016,60000,Diesel,Individual,Manual,Second Owner,26.59,1248,74,5,550000
Ford,2010,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197,78.9,5,140000
Ford,2016,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,300000
Honda,2016,70000,Petrol,Individual,Automatic,First Owner,16.34,1798,189.3,5,800000
Nissan,2017,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177,5,2625000
Ford,2019,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5,5150000
Honda,2017,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177,5,3200000
Honda,2015,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,503000
Ford,2019,20000,Diesel,Individual,Automatic,First Owner,18,1969,190,5,3800000
BMW,2016,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5,2000000
Toyota,2013,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5,225000
BMW,2018,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74,5,740000
Ford,2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,550000
Toyota,2013,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7,750000
Ford,2019,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22,1197,81.8,5,650000
Honda,2017,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5,625000
Ford,2018,69779,Petrol,Dealer,Automatic,First Owner,22,1197,81.8,5,600000
Nissan,2017,56290,Diesel,Dealer,Manual,First Owner,24,1186,73.97,5,450000
Nissan,2019,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190,5,5400000
Nissan,2019,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190,5,5500000
Nissan,2019,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19,1199,88.76,5,779000
Nissan,2016,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5,645000
BMW,2018,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150,5,2475000
BMW,2010,106000,Petrol,Individual,Manual,Third Owner,20.36,1197,78.9,5,150000
Toyota,2012,162000,Diesel,Individual,Manual,Third Owner,,,,,265000
BMW,2009,120000,Petrol,Individual,Automatic,Second Owner,11.1,2354,158.8,5,500000
Ford,2015,90000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5,480000
Ford,2014,70000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5,535000
Ford,2005,240000,Diesel,Individual,Manual,Third Owner,12.8,2494,102,8,250000
Honda,2012,100000,Diesel,Individual,Manual,Second Owner,21.5,1248,88.8,5,300000
Honda,2009,214000,Petrol,Individual,Manual,Second Owner,13.9,1599,103.2,5,340000
Nissan,2009,214000,Diesel,Individual,Manual,Second Owner,16.8,1493,110,5,340000
Nissan,2016,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,240000
Honda,2018,1000,Petrol,Individual,Automatic,First Owner,18,1497,117.6,5,1085000
Ford,2017,19000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,5,750000
Ford,2012,265000,Diesel,Individual,Manual,Second Owner,17,1405,70,5,95000
Toyota,2020,35000,CNG,Individual,Manual,First Owner,20.88,1196,61.7,5,409999
BMW,2014,80000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5,215000
BMW,2016,50000,Diesel,Individual,Automatic,First Owner,16,2179,140,7,1290000
Ford,2010,80000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,150000
Honda,2013,50000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,219000
Honda,2018,100000,Petrol,Individual,Manual,First Owner,23.84,1199,84,5,325000
Toyota,2013,120000,Petrol,Individual,Manual,Second Owner,15.1,1196,73,5,260000
BMW,2017,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177,5,2625000
Ford,2019,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5,5150000
Honda,2017,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177,5,3200000
Nissan,2015,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,503000
BMW,2019,20000,Diesel,Individual,Automatic,First Owner,18,1969,190,5,3800000
Ford,2016,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5,2000000
Toyota,2013,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5,225000
Ford,2018,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74,5,740000
Nissan,2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,550000
Nissan,2013,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7,750000
Nissan,2019,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22,1197,81.8,5,650000
Nissan,2017,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5,625000
Nissan,2018,69779,Petrol,Dealer,Automatic,First Owner,22,1197,81.8,5,600000
BMW,2017,56290,Diesel,Dealer,Manual,First Owner,24,1186,73.97,5,450000
Toyota,2019,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190,5,5400000
Ford,2019,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190,5,5500000
Nissan,2019,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19,1199,88.76,5,779000
Toyota,2016,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5,645000
Honda,2018,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150,5,2475000
BMW,2019,40000,Diesel,Individual,Automatic,First Owner,23.8,1498,78.9,5,700000
Nissan,2017,45000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5,950000
Ford,2010,80000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,160000
BMW,2015,135000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.01,5,409999
Nissan,2015,120000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,7,840000
Toyota,2013,67000,Diesel,Individual,Manual,First Owner,23.59,1364,67.1,5,450000
BMW,2017,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,900000
Honda,2008,134000,Diesel,Individual,Manual,Second Owner,12.8,2494,102,7,570000
Toyota,2011,110000,Diesel,Individual,Manual,Second Owner,23.08,1461,63.1,5,254999
Ford,2009,40000,Petrol,Individual,Manual,First Owner,16.1,796,37,4,130000
Honda,2013,120000,Diesel,Individual,Manual,Second Owner,23.4,1248,74,5,530000
Ford,2015,110000,Diesel,Individual,Manual,Second Owner,20.14,1498,88.8,5,520000
Toyota,2011,170000,Diesel,Individual,Manual,Second Owner,21,1461,64.1,5,229999
Ford,2004,80000,Petrol,Individual,Manual,Second Owner,16.1,796,37,4,81000
Nissan,2016,47000,Diesel,Individual,Manual,First Owner,25.2,1248,74,5,600000
BMW,2015,93000,Petrol,Individual,Manual,First Owner,19.1,1197,81.86,5,409999
Honda,2010,70000,Petrol,Individual,Manual,Second Owner,16.1,796,37,4,120000
BMW,2014,50000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,320000
Toyota,2015,70000,Diesel,Individual,Manual,First Owner,20,1399,68.05,5,292000
Ford,2012,80000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,7,390000
Nissan,2016,44000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5,550000
BMW,2014,25000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,385000
Ford,2016,25000,Petrol,Individual,Manual,First Owner,15.29,1591,121.3,5,800000
Honda,2019,10000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,675000
BMW,2018,50000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7,1525000
Toyota,2018,30000,Diesel,Individual,Manual,First Owner,23,1498,98.96,5,950000
Nissan,2015,50000,Diesel,Individual,Manual,Second Owner,21.19,1396,88.73,5,610000
Nissan,2012,120000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,525000
Ford,2019,40000,Diesel,Individual,Automatic,First Owner,23.8,1498,78.9,5,700000
Ford,2015,80000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,375000
Nissan,2015,90000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5,580000
Honda,2015,50000,Petrol,Individual,Manual,Second Owner,20.4,1197,83.11,5,434999
BMW,2020,2136,Petrol,Individual,Manual,First Owner,22.5,999,67,5,350000
BMW,2012,250000,Diesel,Individual,Manual,First Owner,12.99,2494,100,7,730000
BMW,2015,35000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,600000
Toyota,2015,120000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7,1050000
Nissan,2017,70000,Diesel,Individual,Manual,First Owner,27.39,1248,74,5,735000
Honda,2018,18000,Diesel,Dealer,Manual,First Owner,19.6,1461,108.45,5,1050000
Honda,2016,110000,Diesel,Individual,Manual,Second Owner,18.2,1248,73.74,7,420000
Toyota,2017,60000,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,5,800000
BMW,2015,60000,Diesel,Individual,Automatic,First Owner,12.55,2982,168.5,7,2000000
Ford,2016,147000,Diesel,Individual,Manual,Second Owner,26.59,1248,74,5,600000
Nissan,2015,130000,Diesel,Individual,Automatic,First Owner,12.55,2982,168.5,7,1900000
Ford,2011,99500,Diesel,Individual,Manual,Third Owner,11.5,1991,147.9,7,500000
Toyota,2011,110000,Diesel,Individual,Manual,Second Owner,17,1405,71,5,200000
Honda,2016,35000,Petrol,Individual,Manual,First Owner,19.49,1198,67.04,5,370000
Honda,2010,110000,Diesel,Individual,Manual,Second Owner,16.2,1493,110,5,260000
Nissan,2016,100000,Diesel,Individual,Manual,First Owner,25.32,1198,77,6,280000
Toyota,2014,21000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,7,610000
Nissan,2013,60000,Diesel,Individual,Manual,Second Owner,23.5,1498,90,5,300000
BMW,2010,40000,Diesel,Individual,Manual,First Owner,16.6,1405,70,5,140000
Ford,2008,50000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5,229999
Toyota,2010,65000,Petrol,Individual,Manual,Second Owner,19,998,66.1,5,200000
Ford,2011,80000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,200000
Nissan,2015,119000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,5,560000
BMW,2016,80000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7,750000
Toyota,2017,90000,Diesel,Individual,Manual,First Owner,25.2,1248,74,5,585000
Toyota,2016,20000,Petrol,Individual,Manual,First Owner,17.01,1591,121.4,5,760000
Nissan,2014,80000,Diesel,Individual,Manual,Second Owner,25.2,1248,74,5,430000
Honda,2020,44665,Diesel,Individual,Manual,First Owner,25.32,1198,77,6,480000
Nissan,2019,10000,Diesel,Individual,Manual,First Owner,20.8,1493,113.4,5,643000
Toyota,2018,60000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,5,500000
Toyota,2016,22000,Petrol,Individual,Manual,First Owner,18.5,1198,86.8,5,425000
Ford,2014,25000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,250000
Honda,2016,70000,Diesel,Individual,Manual,First Owner,27.62,793,47,5,285000
Nissan,2008,123000,Petrol,Individual,Manual,Third Owner,17.5,1298,85.8,5,160000
Honda,2011,70000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5,250000
Toyota,2013,70000,Petrol,Individual,Manual,Second Owner,18.6,1199,79.4,5,170000
Ford,2013,45000,Diesel,Individual,Manual,First Owner,23.59,1364,67.06,5,409999
Honda,2015,40000,Petrol,Individual,Automatic,First Owner,18.9,1197,82,5,400000
Toyota,2019,30000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,700000
Toyota,2007,90000,Petrol,Individual,Automatic,First Owner,12.9,1799,130,5,350000
Ford,2016,34000,Petrol,Individual,Manual,Second Owner,17.5,1373,91.1,7,660000
Honda,2017,25000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,268000
Toyota,2016,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,270000
Ford,2013,50000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,5,300000
Honda,2017,90000,Petrol,Individual,Manual,First Owner,23.84,1199,84,5,450000
Ford,2012,70000,Diesel,Individual,Manual,Second Owner,25.44,936,57.6,5,220000
Ford,2009,146000,Diesel,Individual,Manual,Second Owner,13.93,2179,138,7,250000
Nissan,2012,85000,Petrol,Individual,Manual,Second Owner,15.6,1196,70,5,300000
Honda,2009,201850,Diesel,Individual,Manual,Second Owner,17.88,1396,52.8,5,88000
Ford,2016,30000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5,561000
Ford,2018,15000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,755000
Honda,2017,25000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,5,235000
Ford,2011,90000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,165000
BMW,2008,80000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,190000
Toyota,2011,50000,Diesel,Individual,Manual,First Owner,17.2,1396,53.5,5,110000
BMW,2012,80000,Diesel,Individual,Manual,Second Owner,13.6,2523,63,8,320000
Ford,2010,110000,Diesel,Individual,Manual,Second Owner,,,,,330000
Toyota,2016,38000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,540000
Nissan,2013,60000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,180000
Ford,2016,100000,Petrol,Individual,Manual,Third Owner,15.37,1196,73,7,270000
Ford,2012,30000,Petrol,Individual,Manual,First Owner,17.5,1197,85.8,5,450000
Honda,2014,30000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5,450000
Ford,2015,50000,Petrol,Individual,Manual,First Owner,18.6,1199,76.8,5,200000
Honda,2017,42000,Petrol,Individual,Manual,First Owner,23.84,1199,84,5,425000
Toyota,2016,30000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5,400000
Honda,2009,60000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5,125000
Toyota,2018,14000,Diesel,Individual,Manual,First Owner,17.1,1956,170,5,1600000
Honda,2015,22000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,5,900000
BMW,2012,90000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5,450000
Ford,2011,46000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,210000
Nissan,2018,20000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,801000
Toyota,2014,15000,Diesel,Individual,Manual,First Owner,15.42,1405,70,7,317000
Nissan,2015,40000,Petrol,Individual,Manual,Second Owner,16.02,1373,93.7,7,600000
BMW,2014,30000,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85,5,330000
Nissan,2017,15000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,320000
Ford,2010,50000,Petrol,Individual,Manual,First Owner,,,,,160000
Ford,2007,110000,Petrol,Individual,Manual,Second Owner,15.3,1341,83,5,120000
Toyota,2009,70000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,130000
BMW,2015,80000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5,220000
Toyota,2008,50000,Diesel,Individual,Manual,Third Owner,,,,,229999
Ford,2015,110000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5,340000
Nissan,2013,70000,Diesel,Individual,Manual,Second Owner,19.68,1399,67,5,200000
Ford,2002,50000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,140000
BMW,2013,190000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,8,1000000
BMW,2010,100000,Diesel,Individual,Manual,Second Owner,13.6,2523,63,7,495000
Toyota,2015,60000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,236000
Honda,2015,40000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,390000
Nissan,2009,90000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,275000
Nissan,2015,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,503000
Nissan,2017,32000,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5,775000
Nissan,2016,30000,Diesel,Individual,Automatic,First Owner,11.36,2755,171.5,7,1800000
Toyota,2016,58000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,850000
Toyota,2018,5000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,750000
Ford,2018,25000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,570000
Toyota,2018,32000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,580000
Nissan,2016,30000,Petrol,Individual,Manual,First Owner,18.7,1199,88.7,5,484999
Honda,2017,43000,Petrol,Dealer,Manual,First Owner,15.4,1497,117.3,7,700000
Nissan,2012,60000,Petrol,Dealer,Manual,First Owner,17.7,1497,113.42,5,415000
Nissan,2015,50000,Petrol,Individual,Automatic,First Owner,19.34,1198,76,5,325000
Honda,2018,14200,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5,550000
Honda,2017,10000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,300000
Nissan,2018,25000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,5,217000
Ford,2018,19100,Petrol,Individual,Manual,First Owner,19,1194,94.68,5,700000
Nissan,2019,25000,Petrol,Individual,Automatic,Fourth & Above Owner,20.3,1086,68,5,466000
Nissan,2014,54000,Diesel,Dealer,Manual,First Owner,23,1498,98.96,5,484999
Honda,2018,35000,Diesel,Individual,Manual,First Owner,22.71,1461,84.8,5,670000
Toyota,2018,20000,Petrol,Individual,Manual,Second Owner,18.9,1197,81.86,5,500000
Nissan,2016,52000,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,5,675000
Nissan,2011,120000,Diesel,Individual,Manual,Second Owner,23,1396,90,5,220000
Ford,2017,50000,Diesel,Individual,Manual,First Owner,17.1,1956,170,5,1650000
Toyota,2013,120000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,7,630000
Honda,2010,90000,Diesel,Individual,Manual,Second Owner,18.8,1248,90,5,250000
Honda,2004,120000,Petrol,Individual,Manual,Third Owner,18.9,998,67.1,5,120000
Toyota,2015,101500,Diesel,Individual,Manual,Second Owner,21.14,1498,103.52,5,300000
Honda,2013,75000,Diesel,Individual,Automatic,First Owner,22.32,1582,126.3,5,525000
BMW,2011,97500,Petrol,Individual,Manual,First Owner,,,0,,204999
Honda,2011,97500,Petrol,Individual,Manual,First Owner,,,0,,204999
